gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1
1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,0
0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65,1
1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0
0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8,0
0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,0
1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0
1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0
1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,2031.95,0
1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05,0
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,1
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0
0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,106.8,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0
1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0
1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0
1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,0
1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,654.85,0
0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75,1
1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,20.55,1
0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,0
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,424.15,1
1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,666.75,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0,1
1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0
1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0
1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0
0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6,0
1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,0
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55,1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0
1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,1
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3,1
1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0
0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,0
1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,6547.7,1
1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4,1
0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265.0,0
1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,0
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0
0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0
0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5,0
0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,0
1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,1
0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75,1
0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,0
0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0
0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8,1
1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,145.0,1
0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0
0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65,1
1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,0
0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65,0
1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,0
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7,1
1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0
1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1008.7,0
0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,0
1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55,1
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,0
0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,0
0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1203.9,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,1
0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,0
0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0
0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0
1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0
0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4,1
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25,0
1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2443.3,0
0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1970.5,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0
0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75,0
0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0
0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,0
1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,190.05,1
0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,300.4,0
0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,1025.95,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0
1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,475.0,0
1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,5388.15,0
0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,0
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,1
0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1,0
1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0
0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1,0
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,330.15,1
1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,1474.9,0
1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,0
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1128.1,0
0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75,1
1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,2199.05,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1
1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,457.1,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5,0
0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6,0
0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0
1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,518.3,0
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,1
0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,91.7,1
1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,832.3,0
0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,1555.65,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,45.3,0
1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1790.6,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,74.95,1
0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6,0
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0
1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,898.35,1
0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,0
1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,5480.25,0
0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15,0
1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,1183.05,0
0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,639.45,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,20.4,478.75,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,127.1,1
1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0
0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6,0
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,1
0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,0
0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1704.95,1
0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,415.95,1
1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,950.2,1
0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,0
1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,0
0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3512.15,0
0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,273.25,0
0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3517.9,0
1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,3375.9,0
0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,7508.55,0
1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,0
0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,0
0,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,64.95,493.65,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,1263.85,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,0
0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0,1
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,84.2,0
0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,0
1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,165.4,1
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25,0
1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,0
1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,0
0,0,1,1,70,1,0,0,0,2,2,2,2,2,2,1,0,80.4,5717.85,0
1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,88.8,1
1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,0
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2755.35,1
0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,994.55,1
1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,0
1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1218.65,0
1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,7447.7,0
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1169.35,1
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,279.5,0
1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35,0
1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,0
1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,5918.8,1
1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,0
1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7,0
0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,1,0,20.05,923.1,0
1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,1,3,19.4,1110.35,0
1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,59.45,1611.65,0
0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75,2293.6,1
1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,0
0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,44.75,0
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,3029.1,1
0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05,0
0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,0
0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35,1
0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,655.9,1
1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2,0
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,0
0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2,0
1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,0
1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,4009.2,0
0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,1463.45,1
1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,5082.8,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0
1,0,1,1,63,0,1,0,2,2,2,0,2,2,2,0,2,59.0,3707.6,0
0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,220.45,0
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,0
1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,0
0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,0
1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,770.6,1
0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,0
0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,0
1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3,0
0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,3587.25,1
0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3541.35,1
0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,0
1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,868.5,1
1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,0
0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,56.15,1439.35,0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,85.8,1
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,1
1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,34.4,592.75,0
1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1185.95,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,0
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5,1
0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,0
1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25,0
1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,5341.8,1
1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,0
1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2,0
0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,7082.45,0
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6,1
1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4812.75,1
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5,1
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.85,663.55,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,174.65,0
1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,321.7,0
0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,5125.5,0
0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,548.9,0
1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15,1
1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,7031.3,0
1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,0
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95,1
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45,0
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15,1
0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85,0
1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,0
0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,0
1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,344.2,0
1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,1431.65,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2,0
1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,426.65,0
0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,50.15,1655.35,0
1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1943.9,0
0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1616.15,1
1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,20.15,804.85,0
1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0
1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,0
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75,0
1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,947.75,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,114.45,8375.05,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,34.7,1
1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,0
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,264.8,1
0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,0
1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,0
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,958.1,0
1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0,0
0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15,1
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25,1
1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,425.1,0
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,1
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,0
1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,0
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,0
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7,1
1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,0
0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,0
0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0
1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,3169.55,0
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,0
1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,1,1,54.75,438.05,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,323.15,0
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,0
0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,163.7,0
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65,1
0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0
0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,0
1,0,1,0,30,1,2,0,0,0,0,0,0,0,0,0,2,49.9,1441.95,0
1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,2168.15,0
0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7,0
1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65,0
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1
1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.05,19.05,0
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,1
0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,0
0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,1
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,0
1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,1
1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1583.5,0
0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,4162.05,0
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,0
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,0
